Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"coko.desing
Y porq la llevaron a un zoológico y no a una reserva cómo las que hay en Santander no me parece que estos animales tengan que ser sometidos a jaulas en los zoológicos
14 hResponder";"coko.desing
y porq la llevaron a un zoológico y no a una reserva cómo las que hay en santander no me parece que estos animales tengan que ser sometidos a jaulas en los zoológicos
14 hresponder";0;Neutral
"caralval
Qué pesar que la solución sea llevar estos animales a un zoológico, ojalá esta jaguar vuelva a pronto a su territorio natural.
1 día9 Me gustaResponder";"caralval
qué pesar que la solución sea llevar estos animales a un zoológico, ojalá esta jaguar vuelva a pronto a su territorio natural.
1 día9 ";0,1;Positivo
"rain701dave
Así va el país… que no saben distinguir entre un GATO y un JAGUAR.
19 hResponder";"rain701dave
así va el país… que no saben distinguir entre un gato y un jaguar.
19 hresponder";0;Neutral
"aurrego_o
Que mierda
21 hResponder";"aurrego_o
que mierda
21 hresponder";0;Neutral
"l.johanna_sanchez
@mariaceciliaaponte
1 díaResponder";"l.johanna_sanchez
@mariaceciliaaponte
1 díaresponder";0;Neutral
"elespectador
El precio del café arábica alcanzó este miércoles su máximo nivel en casi medio siglo. La libra de arábica que cotiza en Nueva York alcanzó 3,20 dólares, un precio al que no llegaba desde 1977. El aumento fue de casi un 70 % desde inicios de año, cuando se cotizaba en torno a 1,90 dólares.

Esto impacta el precio que se le paga a los caficultores colombianos por el producto, aunque este no dependa únicamente de la bolsa internacional.

¿Por qué el café está por las nubes? Le contamos en el enlace de la biografía.
1 día";"elespectador
el precio del café arábica alcanzó este miércoles su máximo nivel en casi medio siglo. la libra de arábica que cotiza en nueva york alcanzó 3,20 dólares, un precio al que no llegaba desde 1977. el aumento fue de casi un 70 % desde inicios de año, cuando se cotizaba en torno a 1,90 dólares.

esto impacta el precio que se le paga a los caficultores colombianos por el producto, aunque este no dependa únicamente de la bolsa internacional.

¿por qué el café está por las nubes? le contamos en el enlace de la biografía.
1 día";0;Neutral
"mattvanegas27
Culpa de Petro
1 día9 Me gustaResponder";"mattvanegas27
culpa de petro
1 día9 ";0;Neutral
"ges.sas
Impresionante el impacto en el mercado del café! 🌱☕ Aunque esto puede ser una buena noticia para los caficultores, también nos hace reflexionar sobre cómo factores globales afectan directamente a nuestros productos locales
4 hResponder";"ges.sas
impresionante el impacto en el mercado del café! 🌱☕ aunque esto puede ser una buena noticia para los caficultores, también nos hace reflexionar sobre cómo factores globales afectan directamente a nuestros productos locales
4 hresponder";0;Neutral
"cheapcoffeebook
Con el precio de referencia mundial en US$3,09 y el de exportación Colombia en $3,47, me pregunto por qué la FNC está pagando el equivalente de US$2,99 (considerando factor de rendimiento y tasa de cambio) cuando normalmente pagan el precio de exportación menos unos 20 centavos. Sigue siendo relativamente muy alto, pero me pregunto qué están haciendo con la diferencia.
14 hResponder";"cheapcoffeebook
con el precio de referencia mundial en us$3,09 y el de exportación colombia en $3,47, me pregunto por qué la fnc está pagando el equivalente de us$2,99 (considerando factor de rendimiento y tasa de cambio) cuando normalmente pagan el precio de exportación menos unos 20 centavos. sigue siendo relativamente muy alto, pero me pregunto qué están haciendo con la diferencia.
14 hresponder";0;Neutral
"caballero_verbante
Culpa de Petro
21 h4 Me gustaResponder";"caballero_verbante
culpa de petro
21 h4 ";0;Neutral
"andreaoliverose
Y todo es culpa de PETRO que valorizo más el campo
1 día8 Me gustaResponder";"andreaoliverose
y todo es culpa de petro que valorizo más el campo
1 día8 ";0;Neutral
"felipemarin.gmz
No esperar mayor variedad.
1 díaResponder";"felipemarin.gmz
no esperar mayor variedad.
1 díaresponder";0;Neutral
"gustavsalaz
Basta ya PETRO ! 😂
7 hResponder";"gustavsalaz
basta ya petro ! 😂
7 hresponder";0;Neutral
"dimitrios.colombia
Todos los años personalmente también los extranjeros que vivimos aquí estamos luchando por ese razón
1 día1 Me gustaResponder";"dimitrios.colombia
todos los años personalmente también los extranjeros que vivimos aquí estamos luchando por ese razón
1 día1 ";0;Neutral
"jefferson.orrego.3
Culpa de @gustavopetrourrego
11 h1 Me gustaResponder";"jefferson.orrego.3
culpa de @gustavopetrourrego
11 h1 ";0;Neutral
"somoszonaz
¡No te dejes llevar por el hype! 💸 Compra consciente con cosas que a lo mejor SÍ vas a necesitar ¿cuál nos faltó? 👀

Síguenos (@somoszonaz), un espacio de El Espectador para el nuevo espectador.
1 día";"somoszonaz
¡no te dejes llevar por el hype! 💸 compra consciente con cosas que a lo mejor sí vas a necesitar ¿cuál nos faltó? 👀

síguenos (@somoszonaz), un espacio de el espectador para el nuevo espectador.
1 día";0;Neutral
"mariaabahamon
Fui juiciosa y aproveché para comprar mi skincare 💅
1 día4 Me gustaResponder";"mariaabahamon
fui juiciosa y aproveché para comprar mi skincare 💅
1 día4 ";0;Neutral
"mindfulfinanceinc
Buenisimoooo este post!
1 día6 Me gustaResponder";"mindfulfinanceinc
buenisimoooo este post!
1 día6 ";0;Neutral
"angelagardeazabal
❤️❤️
1 díaResponder";"angelagardeazabal
❤️❤️
1 díaresponder";0;Neutral
"kath_rh95
Aprovecho para añadir comprar tiquetes de avión que tienen unos precios super buenos para el próximo año!!
1 día2 Me gustaResponder";"kath_rh95
aprovecho para añadir comprar tiquetes de avión que tienen unos precios super buenos para el próximo año!!
1 día2 ";0,520833333;Positivo
"camiliago
Jajajajajaja botas pantaneras? 😂
1 día3 Me gustaResponder";"camiliago
jajajajajaja botas pantaneras? 😂
1 día3 ";0;Neutral
"l.marcelitaperez09
No menciona nada para hacer deporte?
23 hResponder";"l.marcelitaperez09
no menciona nada para hacer deporte?
23 hresponder";0;Neutral
"sebastianstaton
Zona Z y EE contrato a Leighton Meester de modelo? Quien lo va a creer 🤣🤣🤣🤡
13 hResponder";"sebastianstaton
zona z y ee contrato a leighton meester de modelo? quien lo va a creer 🤣🤣🤣🤡
13 hresponder";0;Neutral
"elespectador
La película “Bogotá: City of the Lost” lanzó su primer tráiler, que cuenta la historia de Guk-hee, interpretado por la estrella surcoreana Song Joong-ki, quien se muda a Bogotá con su familia en busca de una vida mejor, pero se enfrenta a realidades de esta ciudad que lo llevan a involucrarse en el mercado negro de la ciudad.

Este primer tráiler del thriller policial, dirigido por Kim Seong-je, da un vistazo la vida de Guk-hee, quien narra su experiencia en Colombia, comenzando con la frase: “Colombia, una explicación de una línea en el libro de texto de geografía: ‘es el país del café’”.

Le contamos más detalles del estreno de la película en el enlace de la biografía.
1 día";"elespectador
la película “bogotá: city of the lost” lanzó su primer tráiler, que cuenta la historia de guk-hee, interpretado por la estrella surcoreana song joong-ki, quien se muda a bogotá con su familia en busca de una vida mejor, pero se enfrenta a realidades de esta ciudad que lo llevan a involucrarse en el mercado negro de la ciudad.

este primer tráiler del thriller policial, dirigido por kim seong-je, da un vistazo la vida de guk-hee, quien narra su experiencia en colombia, comenzando con la frase: “colombia, una explicación de una línea en el libro de texto de geografía: ‘es el país del café’”.

le contamos más detalles del estreno de la película en el enlace de la biografía.
1 día";0;Neutral
"diegoalejandrogm
Los ingleses viendo esta película: ufff voy a sacar la visa para ir!!!😂
1 día530 Me gustaResponder";"diegoalejandrogm
los ingleses viendo esta película: ufff voy a sacar la visa para ir!!!😂
1 día530 ";0;Neutral
"elirestc_
Ok, pero q hace Vincenzo aquí???
1 día139 Me gustaResponder";"elirestc_
ok, pero q hace vincenzo aquí???
1 día139 ";0,5;Positivo
"ljav_m
Será que alguna vez van a hacer una película donde la persona que llega a vivir a Colombia encuentra la felicidad? 😂😂😂😂
1 día375 Me gustaResponder";"ljav_m
será que alguna vez van a hacer una película donde la persona que llega a vivir a colombia encuentra la felicidad? 😂😂😂😂
1 día375 ";0;Neutral
"sindygp
Que? Cuando vino song joong ki? 😮
1 día114 Me gustaResponder";"sindygp
que? cuando vino song joong ki? 😮
1 día114 ";0;Neutral
"pau_latina_mente_
Interesante... Los coreanos logran plasmar perspectivas únicas en sus producciones, motivo por el cual han logrado conectar con personas en distintas latitudes!
1 día78 Me gustaResponder";"pau_latina_mente_
interesante... los coreanos logran plasmar perspectivas únicas en sus producciones, motivo por el cual han logrado conectar con personas en distintas latitudes!
1 día78 ";0;Neutral
"marco_city4
Ese taxi que? Hace mas de 15 años esos taxis ya no existen😂 😂😂
1 día66 Me gustaResponder";"marco_city4
ese taxi que? hace mas de 15 años esos taxis ya no existen😂 😂😂
1 día66 ";0;Neutral
"orjuelaulpiano
Más desprestigio para colombia 😰
1 día188 Me gustaResponder";"orjuelaulpiano
más desprestigio para colombia 😰
1 día188 ";0;Neutral
"kiaile_colombia
Ya queremos ver la película Bogotá en cines colombianos 🎉🎊 esperamos por más de dos años y ya tenemos fecha de estreno 👏👏👏🇰🇷🇨🇴
1 día70 Me gustaResponder";"kiaile_colombia
ya queremos ver la película bogotá en cines colombianos 🎉🎊 esperamos por más de dos años y ya tenemos fecha de estreno 👏👏👏🇰🇷🇨🇴
1 día70 ";0;Neutral
"carolinnara
Alguien de aquí sabe donde se puede mirar esta película, o por qué plataforma la vas a dar?
1 día8 Me gustaResponder";"carolinnara
alguien de aquí sabe donde se puede mirar esta película, o por qué plataforma la vas a dar?
1 día8 ";0;Neutral
"mdgeral
Morí si JoonKi es5uve en Bogotá y no lo vo 😢😢😢
1 día7 Me gustaResponder";"mdgeral
morí si joonki es5uve en bogotá y no lo vo 😢😢😢
1 día7 ";0;Neutral
"crodriguezquintana
Vamos a ver a un coreano comiendo chunchulla en la calle, o subiendo a Patios en bici. 👍
1 día60 Me gustaResponder";"crodriguezquintana
vamos a ver a un coreano comiendo chunchulla en la calle, o subiendo a patios en bici. 👍
1 día60 ";0;Neutral
"dra.sharonf
Espectacular Vicenzo Cassano 🔥🔥
1 día16 Me gustaResponder";"dra.sharonf
espectacular vicenzo cassano 🔥🔥
1 día16 ";0;Neutral
"saravalbus
Quien carajos sale de Korea del sur a Colombia por un futuro mejor ! 😂😂😂😂😂😂😂😂😂😂😂
15 h4 Me gustaResponder";"saravalbus
quien carajos sale de korea del sur a colombia por un futuro mejor ! 😂😂😂😂😂😂😂😂😂😂😂
15 h4 ";0;Neutral
"jamidmoncada
La única manera en que uno podría terminar en este agujero en busca de una vida mejor es porque viene de Corea, la del norte…
1 día23 Me gustaResponder";"jamidmoncada
la única manera en que uno podría terminar en este agujero en busca de una vida mejor es porque viene de corea, la del norte…
1 día23 ";0;Neutral
"decdoorline
Este Joon ki o no, es simplemente otra película que deja mal parada a Colombia
1 día15 Me gustaResponder";"decdoorline
este joon ki o no, es simplemente otra película que deja mal parada a colombia
1 día15 ";0;Neutral
"elespectador
Florentino Pérez, la gran piedra en el zapato para FIFA y UEFA

Uno de los hombres más poderosos del fútbol mundial sigue empeñado en crear una competición innovadora que les genere mayores ingresos a los clubes europeos

Amplíe la nota en el link de la bio.
1 día";"elespectador
florentino pérez, la gran piedra en el zapato para fifa y uefa

uno de los hombres más poderosos del fútbol mundial sigue empeñado en crear una competición innovadora que les genere mayores ingresos a los clubes europeos

amplíe la nota en el link de la bio.
1 día";0;Neutral
"almabuva
Gracias Florentino, por salvar el fútbol
23 h8 Me gustaResponder";"almabuva
gracias florentino, por salvar el fútbol
23 h8 ";0;Neutral
"s.avilapalac
Y dueño/accionista de empresas de construcción con cierto historial $$$
13 h1 Me gustaResponder";"s.avilapalac
y dueño/accionista de empresas de construcción con cierto historial $$$
13 h1 ";0;Neutral
"chikitamurillo
Y es el que más árbitros paga
14 hResponder";"chikitamurillo
y es el que más árbitros paga
14 hresponder";0;Neutral
"chikitamurillo
El real va de mal en peor por q los árbitros no le ha vuelto a ayudar así de claro
14 hResponder";"chikitamurillo
el real va de mal en peor por q los árbitros no le ha vuelto a ayudar así de claro
14 hresponder";0,2;Positivo
"davidgomezespaol
Tanto poder pa terminar hecho huesos igual que el más pobre…
1 díaResponder";"davidgomezespaol
tanto poder pa terminar hecho huesos igual que el más pobre…
1 díaresponder";0;Neutral
"diffnarvaez11
Ya no saben de dónde sacar plata, la vaina es que ya no hay más plata para gastar en servicios premium
8 hResponder";"diffnarvaez11
ya no saben de dónde sacar plata, la vaina es que ya no hay más plata para gastar en servicios premium
8 hresponder";0;Neutral
